,Month,Overview,Titles,Year
113,,An interview with a UFO whistleblower,The Anonymous Interview,
114,01,"In 1989, Bob Lazar came forward with an incredible story: He had been recruited by the US government to work at the top secret Groom Lake/Area 51 research base better known as ""Dreamland"" (actually at the S4 site, Papoose Lake which is a few miles to the south of Groom Lake) to reverse engineer alien spacecraft!",The Lazar Tape,1991
115,10,"When two teenagers discover an unusual object possessing supernatural abilities, they find themselves dealing with more power than they can handle.",Psychoacoustic,2015
116,08,"Three coming of age boys always meet up at the local water tower every summer to hang out, soon do they figure out the dark history behind the town's water tower.",The Water Tower,2013
117,08,The sun is dying. A few explorers set out into deep space in search of a new home for humanity.,The Garden,2015
118,09,"Because of a small navigation mistake Lord Buckethead lands on Earth instead of ""in a galaxy far, far away"". But he is still looking for the princess and the secret transmissions.",Hyperspace,1984
119,07,A boy named Tsutomu and four cyborg dogs fight against insect-type aliens from the Planet Devil.,GO GET THEM 0011!!,1972
120,01,"A documentary exploring the existence of UFOs and extra-terrestrial beings. Hosted by the LEGENDARY Rod Serling. This was considered his ""coming out the closet"" in regards to his deep belief in UFOs just before his death from cancer.",UFOs: It Has Begun,1979
121,11,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",Doctor Who: The Day of the Doctor,2013
122,09,"The plot follows a group of sexy space vixens who fly down to Earth, set up shop at a carnival (disguising their ship as a ride), and kidnap some earthlings for use in their scheme to conquer our planet. The humans, including Marcos (Rogelio Guerra), a crooked boxer and our hero, Silvia (Adriana Roel), his love interest, and a gang of comical mobsters out to revenge themselves on Marcos, are taken to the women’s home planet. There they are held prisoner by the evil queen Adastrea (Lorena Velazquez) and aided by her selfless twin Alburnia (Velazquez again). Meanwhile, a standard issue hunky scientist back on Earth, who happens to be Silvia’s boss, tries to rescue them.",Planet of the Female Invaders,1967
123,09,"What is going on out in the nevada desert ? the incredible story of bob lazar, the man who claims to have worked on a covert govt ufo project at area 51",Dreamland: Area 51,1996
124,,"On June 29, 2016, a strange cloud formed in the sky of Cartagena de Indias, Colombia; drawing attention and creating superstition in its inhabitants. Cloud formation alters the behavior of some people, causing them hostile and murderous attitudes toward their peers. A group consisting of four young people who were not affected by the phenomenon, will seek ways to cope with this situation and return peace and tranquility to the city.",NUBO,
125,01,"A feature film docu-comedy about UFOs, Aliens, Sightings, Abductions, Other Worldly Visitors, Extra Terrestrials, UFO Researchers, Government Cover-ups, Close Encounters, Flying Saucers, Alien Spacecraft, an Impact Site, Alien Bodies, an Alien Autopsy, the 509th Bomb Group, Atomic Bomb Testing, The Trinity Site, the White Sands Missile Test Range, Los Alamos, the crash of 1947 at Roswell, New Mexico, U.S.A. which became known as the Roswell Incident, and the people of the town of Roswell who now commemorate the UFO crash every july 4th weekend at the Roswell UFO Encounter celebration.",Six Days in Roswell,1998
126,09,"Nine-year old Andreas Decker is the new kid in town. He tells his class that he has lived all over the world on account of his parents being top scientific researchers. Yet classmate Vero finds Andreas's workaholic parents really weird. She suggests to spy on them. When Andreas overhears their conversation about conquering the world and becoming leaders, their can only be one conclusion for the baffled children: Andreas's parents are aliens.",Science Fiction,2002
127,01,Aliens masquerading as owners of a small town video store distribute tapes that cause anyone who watches them to pleasure themselves and whoever else is nearby.,Sex Files: Pleasureville,2000
